Dataset,#Training,%Training,%Defect Training,%Defect Testing,Classifier,Balancing,Feature Selection,TP,FP,TN,FN,Precision,Recall,ROC Area,Kappa
BOOKKEEPER,6,0.8265469518471921,0.04995502663806822,0.04846686449060336,RF,Over sampling,True,13731.0,149.0,573.0,0.0,0.9892651296829971,1.0,0.896814404432133,0.8796204284557249
BOOKKEEPER,6,0.8265469518471921,0.04995502663806822,0.04846686449060336,IBk,Over sampling,True,27290.0,268.0,1176.0,172.0,0.9902750562450106,0.9937367999417377,0.9051153989466382,0.8344197186167337
BOOKKEEPER,6,0.8265469518471921,0.04995502663806822,0.04846686449060336,NB,Over sampling,True,41021.0,434.0,1732.0,172.0,0.9895308165480642,0.9958245332944918,0.898213937593813,0.8438052246862174
BOOKKEEPER,6,0.8265469518471921,0.04995502663806822,0.04846686449060336,RF,Smote,True,13731.0,149.0,573.0,0.0,0.9892651296829971,1.0,0.896814404432133,0.8796204284557249
BOOKKEEPER,6,0.8265469518471921,0.04995502663806822,0.04846686449060336,IBk,Smote,True,27290.0,268.0,1176.0,172.0,0.9902750562450106,0.9937367999417377,0.905668063913449,0.8344197186167337
BOOKKEEPER,6,0.8265469518471921,0.04995502663806822,0.04846686449060336,NB,Smote,True,41021.0,417.0,1749.0,172.0,0.9899367730102804,0.9958245332944918,0.9006088919669831,0.8487833136606496
OPENJPA,1,0.5205965909090909,0.001364256480218281,0.0038095238095238095,RF,No sampling,False,5124.0,1.0,6.0,0.0,0.9998048780487805,1.0,0.913056206088993,0.9229799306504333
OPENJPA,1,0.5205965909090909,0.001364256480218281,0.0038095238095238095,IBk,No sampling,False,10248.0,2.0,12.0,0.0,0.9998048780487805,1.0,0.9301466488234638,0.9229799306504333
OPENJPA,1,0.5205965909090909,0.001364256480218281,0.0038095238095238095,NB,No sampling,False,14226.0,3.0,18.0,1146.0,0.9997891629770188,0.9254488680718189,0.8727618551974524,0.027774026090961104
OPENJPA,1,0.5205965909090909,0.001364256480218281,0.0038095238095238095,RF,Under sampling,False,5106.0,1.0,6.0,18.0,0.9998041903270022,0.9964871194379391,0.9099057655849225,0.38579933847850184
OPENJPA,1,0.5205965909090909,0.001364256480218281,0.0038095238095238095,IBk,Under sampling,False,10209.0,2.0,12.0,39.0,0.999804132797963,0.9961943793911007,0.9269613583138173,0.36787750036809885
OPENJPA,1,0.5205965909090909,0.001364256480218281,0.0038095238095238095,NB,Under sampling,False,14019.0,3.0,18.0,1353.0,0.9997860504920839,0.9119828259172521,0.8613821667100355,0.023237165313475357
OPENJPA,1,0.5205965909090909,0.001364256480218281,0.0038095238095238095,RF,Over sampling,False,5124.0,1.0,6.0,0.0,0.9998048780487805,1.0,0.9472370915579347,0.9229799306504333
OPENJPA,1,0.5205965909090909,0.001364256480218281,0.0038095238095238095,IBk,Over sampling,False,10248.0,2.0,12.0,0.0,0.9998048780487805,1.0,0.9472370915579347,0.9229799306504333
OPENJPA,1,0.5205965909090909,0.001364256480218281,0.0038095238095238095,NB,Over sampling,False,14137.0,3.0,18.0,1235.0,0.9997878359264498,0.9196591204787926,0.8816726144009517,0.025642732590601756
OPENJPA,1,0.5205965909090909,0.001364256480218281,0.0038095238095238095,RF,Smote,False,5124.0,1.0,6.0,0.0,0.9998048780487805,1.0,0.912359205977473,0.9229799306504333
OPENJPA,1,0.5205965909090909,0.001364256480218281,0.0038095238095238095,IBk,Smote,False,10248.0,2.0,12.0,0.0,0.9998048780487805,1.0,0.9297981487677038,0.9229799306504333
OPENJPA,1,0.5205965909090909,0.001364256480218281,0.0038095238095238095,NB,Smote,False,14177.0,3.0,18.0,1195.0,0.9997884344146686,0.9222612542284674,0.8730453019094705,0.026562583139710067
OPENJPA,1,0.5205965909090909,0.001364256480218281,0.0038095238095238095,RF,No sampling,True,5124.0,1.0,6.0,0.0,0.9998048780487805,1.0,0.9285714285714286,0.9229799306504333
OPENJPA,1,0.5205965909090909,0.001364256480218281,0.0038095238095238095,IBk,No sampling,True,10248.0,2.0,12.0,0.0,0.9998048780487805,1.0,0.9285714285714286,0.9229799306504333
OPENJPA,1,0.5205965909090909,0.001364256480218281,0.0038095238095238095,NB,No sampling,True,15372.0,3.0,18.0,0.0,0.9998048780487805,1.0,0.9285714285714286,0.9229799306504333
OPENJPA,1,0.5205965909090909,0.001364256480218281,0.0038095238095238095,RF,Under sampling,True,5124.0,1.0,6.0,0.0,0.9998048780487805,1.0,0.9285714285714286,0.9229799306504333
OPENJPA,1,0.5205965909090909,0.001364256480218281,0.0038095238095238095,IBk,Under sampling,True,10248.0,2.0,12.0,0.0,0.9998048780487805,1.0,0.9285714285714286,0.9229799306504333
OPENJPA,1,0.5205965909090909,0.001364256480218281,0.0038095238095238095,NB,Under sampling,True,15372.0,3.0,18.0,0.0,0.9998048780487805,1.0,0.9285714285714286,0.9229799306504333
OPENJPA,1,0.5205965909090909,0.001364256480218281,0.0038095238095238095,RF,Over sampling,True,5124.0,1.0,6.0,0.0,0.9998048780487805,1.0,0.9285714285714286,0.9229799306504333
OPENJPA,1,0.5205965909090909,0.001364256480218281,0.0038095238095238095,IBk,Over sampling,True,10248.0,2.0,12.0,0.0,0.9998048780487805,1.0,0.9285714285714286,0.9229799306504333
OPENJPA,1,0.5205965909090909,0.001364256480218281,0.0038095238095238095,NB,Over sampling,True,15372.0,3.0,18.0,0.0,0.9998048780487805,1.0,0.9285714285714286,0.9229799306504333
OPENJPA,1,0.5205965909090909,0.001364256480218281,0.0038095238095238095,RF,Smote,True,5124.0,1.0,6.0,0.0,0.9998048780487805,1.0,0.9285714285714286,0.9229799306504333
OPENJPA,1,0.5205965909090909,0.001364256480218281,0.0038095238095238095,IBk,Smote,True,10248.0,2.0,12.0,0.0,0.9998048780487805,1.0,0.9285714285714286,0.9229799306504333
OPENJPA,1,0.5205965909090909,0.001364256480218281,0.0038095238095238095,NB,Smote,True,15372.0,3.0,18.0,0.0,0.9998048780487805,1.0,0.9285714285714286,0.9229799306504333
OPENJPA,2,0.6717099434335173,0.002536525974025974,0.029063732613659955,RF,No sampling,False,9831.0,4.0,21.0,0.0,0.9995932892730046,1.0,0.9544217271895026,0.9128416230771733
OPENJPA,2,0.6717099434335173,0.002536525974025974,0.029063732613659955,IBk,No sampling,False,19633.0,8.0,42.0,29.0,0.9995926887633012,0.9985250737463127,0.9486639202522632,0.6933019126579179
OPENJPA,2,0.6717099434335173,0.002536525974025974,0.029063732613659955,NB,No sampling,False,28281.0,17.0,58.0,1212.0,0.9993992508304473,0.958905503000712,0.9034525706664859,0.0818472472147731
OPENJPA,2,0.6717099434335173,0.002536525974025974,0.029063732613659955,RF,Under sampling,False,9831.0,2.0,23.0,0.0,0.9997966032746872,1.0,0.9523873461499339,0.9582318016349658
OPENJPA,2,0.6717099434335173,0.002536525974025974,0.029063732613659955,IBk,Under sampling,False,19120.0,5.0,45.0,542.0,0.9997385620915032,0.972434136913844,0.9333485911911301,0.13725407358261407
OPENJPA,2,0.6717099434335173,0.002536525974025974,0.029063732613659955,NB,Under sampling,False,27549.0,12.0,63.0,1944.0,0.9995646021552194,0.9340860543179738,0.8905656709501689,0.05590180374559201
OPENJPA,2,0.6717099434335173,0.002536525974025974,0.029063732613659955,RF,Over sampling,False,9831.0,5.0,20.0,0.0,0.9994916632777552,1.0,0.9552354796053301,0.8886378016812692
OPENJPA,2,0.6717099434335173,0.002536525974025974,0.029063732613659955,IBk,Over sampling,False,19556.0,9.0,41.0,106.0,0.999539994888832,0.9946088902451429,0.9474239650086461,0.4140254626781434
OPENJPA,2,0.6717099434335173,0.002536525974025974,0.029063732613659955,NB,Over sampling,False,28071.0,18.0,57.0,1422.0,0.9993591797500802,0.9517851693622216,0.9042785293685507,0.068863346768336
OPENJPA,2,0.6717099434335173,0.002536525974025974,0.029063732613659955,RF,Smote,False,9831.0,2.0,23.0,0.0,0.9997966032746872,1.0,0.9543322144237616,0.9582318016349658
OPENJPA,2,0.6717099434335173,0.002536525974025974,0.029063732613659955,IBk,Smote,False,19632.0,5.0,45.0,30.0,0.9997453786219891,0.9984742142203235,0.9508101922490082,0.7191451251780888
OPENJPA,2,0.6717099434335173,0.002536525974025974,0.029063732613659955,NB,Smote,False,28187.0,7.0,68.0,1306.0,0.9997517202241611,0.9557183060387211,0.9280360311486341,0.08947779174656133
OPENJPA,2,0.6717099434335173,0.002536525974025974,0.029063732613659955,RF,No sampling,True,9831.0,2.0,23.0,0.0,0.9997966032746872,1.0,0.9556789746719561,0.9582318016349658
OPENJPA,2,0.6717099434335173,0.002536525974025974,0.029063732613659955,IBk,No sampling,True,19662.0,7.0,43.0,0.0,0.999644110020845,1.0,0.9470867663513376,0.9245542168147666
OPENJPA,2,0.6717099434335173,0.002536525974025974,0.029063732613659955,NB,No sampling,True,29493.0,24.0,51.0,0.0,0.9991869092387438,1.0,0.9423393121531662,0.8091318851034329
OPENJPA,2,0.6717099434335173,0.002536525974025974,0.029063732613659955,RF,Under sampling,True,9831.0,2.0,23.0,0.0,0.9997966032746872,1.0,0.9556789746719561,0.9582318016349658
OPENJPA,2,0.6717099434335173,0.002536525974025974,0.029063732613659955,IBk,Under sampling,True,19662.0,7.0,43.0,0.0,0.999644110020845,1.0,0.9473105482656902,0.9245542168147666
OPENJPA,2,0.6717099434335173,0.002536525974025974,0.029063732613659955,NB,Under sampling,True,29493.0,19.0,56.0,0.0,0.9993561940905394,1.0,0.9448199007674137,0.8546466139268135
OPENJPA,2,0.6717099434335173,0.002536525974025974,0.029063732613659955,RF,Over sampling,True,9831.0,2.0,23.0,0.0,0.9997966032746872,1.0,0.9556789746719561,0.9582318016349658
OPENJPA,2,0.6717099434335173,0.002536525974025974,0.029063732613659955,IBk,Over sampling,True,19662.0,7.0,43.0,0.0,0.999644110020845,1.0,0.9470867663513376,0.9245542168147666
OPENJPA,2,0.6717099434335173,0.002536525974025974,0.029063732613659955,NB,Over sampling,True,29493.0,24.0,51.0,0.0,0.9991869092387438,1.0,0.9419844256829304,0.8091318851034329
OPENJPA,2,0.6717099434335173,0.002536525974025974,0.029063732613659955,RF,Smote,True,9831.0,2.0,23.0,0.0,0.9997966032746872,1.0,0.9556789746719561,0.9582318016349658
OPENJPA,2,0.6717099434335173,0.002536525974025974,0.029063732613659955,IBk,Smote,True,19662.0,7.0,43.0,0.0,0.999644110020845,1.0,0.9470867663513376,0.9245542168147666
OPENJPA,2,0.6717099434335173,0.002536525974025974,0.029063732613659955,NB,Smote,True,29493.0,9.0,66.0,0.0,0.9996949359365467,1.0,0.9492290826071723,0.9360182804912967
OPENJPA,3,0.7551724137931034,0.011245144142302188,0.04498633592600378,RF,No sampling,False,14508.0,3.0,162.0,0.0,0.9997932602853008,1.0,0.9900017545178835,0.9907223163289905
OPENJPA,3,0.7551724137931034,0.011245144142302188,0.04498633592600378,IBk,No sampling,False,28706.0,6.0,324.0,310.0,0.9997910281415436,0.9893162393162394,0.9858316936945969,0.667277765530923
OPENJPA,3,0.7551724137931034,0.011245144142302188,0.04498633592600378,NB,No sampling,False,41852.0,17.0,478.0,1672.0,0.9995939716735532,0.9615844131973165,0.9679073846636571,0.3495454991045422
OPENJPA,3,0.7551724137931034,0.011245144142302188,0.04498633592600378,RF,Under sampling,False,14469.0,3.0,162.0,39.0,0.9997927031509121,0.9973118279569892,0.9895439088987477,0.8838108231014091
OPENJPA,3,0.7551724137931034,0.011245144142302188,0.04498633592600378,IBk,Under sampling,False,27710.0,6.0,324.0,1306.0,0.9997835185452446,0.9549903501516405,0.9762498329030587,0.31785361207433627
OPENJPA,3,0.7551724137931034,0.011245144142302188,0.04498633592600378,NB,Under sampling,False,40623.0,13.0,482.0,2901.0,0.9996800866226991,0.9333471188309898,0.9602426015508453,0.2335442196596456
OPENJPA,3,0.7551724137931034,0.011245144142302188,0.04498633592600378,RF,Over sampling,False,14508.0,3.0,162.0,0.0,0.9997932602853008,1.0,0.9900124069478908,0.9907223163289905
OPENJPA,3,0.7551724137931034,0.011245144142302188,0.04498633592600378,IBk,Over sampling,False,28680.0,6.0,324.0,336.0,0.999790838736666,0.9884201819685691,0.9824093916835852,0.649287030688816
OPENJPA,3,0.7551724137931034,0.011245144142302188,0.04498633592600378,NB,Over sampling,False,41714.0,16.0,479.0,1810.0,0.9996165827941529,0.9584137487363293,0.9653810413667044,0.33175230909599995
OPENJPA,3,0.7551724137931034,0.011245144142302188,0.04498633592600378,RF,Smote,False,14508.0,3.0,162.0,0.0,0.9997932602853008,1.0,0.9900380981026142,0.9907223163289905
OPENJPA,3,0.7551724137931034,0.011245144142302188,0.04498633592600378,IBk,Smote,False,28706.0,6.0,324.0,310.0,0.9997910281415436,0.9893162393162394,0.9865712020953956,0.667277765530923
OPENJPA,3,0.7551724137931034,0.011245144142302188,0.04498633592600378,NB,Smote,False,41842.0,9.0,486.0,1682.0,0.9997849513751165,0.961354654903042,0.9737392999937803,0.3531583490487783
OPENJPA,3,0.7551724137931034,0.011245144142302188,0.04498633592600378,RF,No sampling,True,14508.0,3.0,162.0,0.0,0.9997932602853008,1.0,0.990897185252024,0.9907223163289905
OPENJPA,3,0.7551724137931034,0.011245144142302188,0.04498633592600378,IBk,No sampling,True,28988.0,6.0,324.0,28.0,0.9997930606332345,0.9990350151640475,0.990967000442807,0.94956113877648
OPENJPA,3,0.7551724137931034,0.011245144142302188,0.04498633592600378,NB,No sampling,True,42705.0,9.0,486.0,819.0,0.9997892962494732,0.9811827956989247,0.9824573508265264,0.5323751623798394
OPENJPA,3,0.7551724137931034,0.011245144142302188,0.04498633592600378,RF,Under sampling,True,14446.0,3.0,162.0,62.0,0.9997923731746141,0.9957264957264957,0.9906584454971552,0.8307124915932663
OPENJPA,3,0.7551724137931034,0.011245144142302188,0.04498633592600378,IBk,Under sampling,True,28788.0,6.0,324.0,228.0,0.9997916232548447,0.9921422663358147,0.9899737135624233,0.730906233556273
OPENJPA,3,0.7551724137931034,0.011245144142302188,0.04498633592600378,NB,Under sampling,True,41856.0,9.0,486.0,1668.0,0.9997850232891436,0.9616763165150262,0.9753366539208833,0.3551378812026024
OPENJPA,3,0.7551724137931034,0.011245144142302188,0.04498633592600378,RF,Over sampling,True,14489.0,3.0,162.0,19.0,0.9997929892354402,0.9986903777226358,0.990897185252024,0.9356592058245286
OPENJPA,3,0.7551724137931034,0.011245144142302188,0.04498633592600378,IBk,Over sampling,True,28950.0,6.0,324.0,66.0,0.9997927890592623,0.9977253928866832,0.9909406826745536,0.8987667523328228
OPENJPA,3,0.7551724137931034,0.011245144142302188,0.04498633592600378,NB,Over sampling,True,42505.0,9.0,486.0,1019.0,0.9997883050289317,0.9765876298134363,0.9823492019728579,0.4771513396315677
OPENJPA,3,0.7551724137931034,0.011245144142302188,0.04498633592600378,RF,Smote,True,14508.0,3.0,162.0,0.0,0.9997932602853008,1.0,0.990897185252024,0.9907223163289905
OPENJPA,3,0.7551724137931034,0.011245144142302188,0.04498633592600378,IBk,Smote,True,28988.0,6.0,324.0,28.0,0.9997930606332345,0.9990350151640475,0.990967000442807,0.94956113877648
OPENJPA,3,0.7551724137931034,0.011245144142302188,0.04498633592600378,NB,Smote,True,42776.0,9.0,486.0,748.0,0.9997896459039383,0.9828140795882732,0.9868660875829335,0.5550322751456919
OPENJPA,4,0.8047548045062956,0.01950591868244982,0.025243954179041152,RF,No sampling,False,19051.0,4.0,375.0,0.0,0.9997900813434794,1.0,0.9955329597861815,0.9945899928790063
OPENJPA,4,0.8047548045062956,0.01950591868244982,0.025243954179041152,IBk,No sampling,False,37179.0,16.0,742.0,923.0,0.9995698346551956,0.9757755498399034,0.9769617146254693,0.601788819040693
OPENJPA,4,0.8047548045062956,0.01950591868244982,0.025243954179041152,NB,No sampling,False,54374.0,24.0,1113.0,2779.0,0.9995588073090923,0.9513761307367942,0.9575769639059691,0.4252809847319222
OPENJPA,4,0.8047548045062956,0.01950591868244982,0.025243954179041152,RF,Under sampling,False,19051.0,4.0,375.0,0.0,0.9997900813434794,1.0,0.9961255228120491,0.9945899928790063
OPENJPA,4,0.8047548045062956,0.01950591868244982,0.025243954179041152,IBk,Under sampling,False,36683.0,8.0,750.0,1419.0,0.9997819628791802,0.9627578604797649,0.9706628326770151,0.497956525577798
OPENJPA,4,0.8047548045062956,0.01950591868244982,0.025243954179041152,NB,Under sampling,False,53708.0,15.0,1122.0,3445.0,0.9997207899782217,0.9397231991321541,0.9523435535662956,0.3738500533134346
OPENJPA,4,0.8047548045062956,0.01950591868244982,0.025243954179041152,RF,Over sampling,False,19051.0,4.0,375.0,0.0,0.9997900813434794,1.0,0.9954879479868577,0.9945899928790063
OPENJPA,4,0.8047548045062956,0.01950591868244982,0.025243954179041152,IBk,Over sampling,False,37146.0,14.0,744.0,956.0,0.9996232508073197,0.974909453571991,0.9745929859982835,0.5944273271940778
OPENJPA,4,0.8047548045062956,0.01950591868244982,0.025243954179041152,NB,Over sampling,False,54266.0,22.0,1115.0,2887.0,0.9995947539050988,0.949486466152258,0.9565566349000317,0.4162004429499728
OPENJPA,4,0.8047548045062956,0.01950591868244982,0.025243954179041152,RF,Smote,False,19051.0,4.0,375.0,0.0,0.9997900813434794,1.0,0.9963057085071885,0.9945899928790063
OPENJPA,4,0.8047548045062956,0.01950591868244982,0.025243954179041152,IBk,Smote,False,37178.0,16.0,742.0,924.0,0.9995698230897456,0.9757493044984515,0.9770590439853918,0.6015271309839979
OPENJPA,4,0.8047548045062956,0.01950591868244982,0.025243954179041152,NB,Smote,False,54038.0,19.0,1118.0,3115.0,0.999648519155706,0.9454971742515703,0.9595524355992334,0.3978707864609691
OPENJPA,4,0.8047548045062956,0.01950591868244982,0.025243954179041152,RF,No sampling,True,19051.0,4.0,375.0,0.0,0.9997900813434794,1.0,0.9947229551451188,0.9945899928790063
OPENJPA,4,0.8047548045062956,0.01950591868244982,0.025243954179041152,IBk,No sampling,True,38102.0,110.0,648.0,0.0,0.9971213231445619,1.0,0.9875035126515703,0.9203314402933468
OPENJPA,4,0.8047548045062956,0.01950591868244982,0.025243954179041152,NB,No sampling,True,56791.0,114.0,1023.0,362.0,0.9979966611018364,0.9936661242629433,0.9588977485959742,0.8071288269277418
OPENJPA,4,0.8047548045062956,0.01950591868244982,0.025243954179041152,RF,Under sampling,True,19051.0,4.0,375.0,0.0,0.9997900813434794,1.0,0.9947229551451188,0.9945899928790063
OPENJPA,4,0.8047548045062956,0.01950591868244982,0.025243954179041152,IBk,Under sampling,True,38102.0,110.0,648.0,0.0,0.9971213231445619,1.0,0.9881966251122352,0.9203314402933468
OPENJPA,4,0.8047548045062956,0.01950591868244982,0.025243954179041152,NB,Under sampling,True,56732.0,114.0,1023.0,421.0,0.9979945818527249,0.9926338074991689,0.958839964217697,0.7880908572336954
OPENJPA,4,0.8047548045062956,0.01950591868244982,0.025243954179041152,RF,Over sampling,True,19051.0,4.0,375.0,0.0,0.9997900813434794,1.0,0.9947229551451188,0.9945899928790063
OPENJPA,4,0.8047548045062956,0.01950591868244982,0.025243954179041152,IBk,Over sampling,True,38102.0,110.0,648.0,0.0,0.9971213231445619,1.0,0.9875035126515703,0.9203314402933468
OPENJPA,4,0.8047548045062956,0.01950591868244982,0.025243954179041152,NB,Over sampling,True,56737.0,114.0,1023.0,416.0,0.9979947582276477,0.9927212919706752,0.9587992766288381,0.7896710188317949
OPENJPA,4,0.8047548045062956,0.01950591868244982,0.025243954179041152,RF,Smote,True,19051.0,4.0,375.0,0.0,0.9997900813434794,1.0,0.9947229551451188,0.9945899928790063
OPENJPA,4,0.8047548045062956,0.01950591868244982,0.025243954179041152,IBk,Smote,True,38102.0,110.0,648.0,0.0,0.9971213231445619,1.0,0.9875035126515703,0.9203314402933468
OPENJPA,4,0.8047548045062956,0.01950591868244982,0.025243954179041152,NB,Smote,True,56786.0,114.0,1023.0,367.0,0.9979964850615114,0.993578639791437,0.9605614154762816,0.8054815812932558
OPENJPA,5,0.836271691316546,0.02062624254473161,0.029193991961074677,RF,No sampling,False,23646.0,4.0,494.0,0.0,0.999830866807611,1.0,0.9961651138088682,0.9958831695911092
OPENJPA,5,0.836271691316546,0.02062624254473161,0.029193991961074677,IBk,No sampling,False,47287.0,308.0,688.0,5.0,0.9935287320096649,0.9998942738729595,0.7220323504115421,0.811492572474018
OPENJPA,5,0.836271691316546,0.02062624254473161,0.029193991961074677,NB,No sampling,False,70545.0,621.0,873.0,393.0,0.9912739229407301,0.994459950943077,0.6208200767583949,0.6255227107280015
OPENJPA,5,0.836271691316546,0.02062624254473161,0.029193991961074677,RF,Under sampling,False,23646.0,4.0,494.0,0.0,0.999830866807611,1.0,0.9974316618584632,0.9958831695911092
OPENJPA,5,0.836271691316546,0.02062624254473161,0.029193991961074677,IBk,Under sampling,False,46804.0,306.0,690.0,488.0,0.9935045637868818,0.9896811300008458,0.7111769203176573,0.6264240652113003
OPENJPA,5,0.836271691316546,0.02062624254473161,0.029193991961074677,NB,Under sampling,False,50519.0,615.0,879.0,20419.0,0.987972777408378,0.7121570949279653,0.5558589673664538,0.040130896577596435
OPENJPA,5,0.836271691316546,0.02062624254473161,0.029193991961074677,RF,Over sampling,False,23646.0,4.0,494.0,0.0,0.999830866807611,1.0,0.9944448350791307,0.9958831695911092
OPENJPA,5,0.836271691316546,0.02062624254473161,0.029193991961074677,IBk,Over sampling,False,46934.0,308.0,688.0,358.0,0.9934803776300749,0.9924300093038991,0.7235460173604848,0.6668083982687864
OPENJPA,5,0.836271691316546,0.02062624254473161,0.029193991961074677,NB,Over sampling,False,50650.0,619.0,875.0,20288.0,0.9879264272757416,0.7140037779469396,0.5561645918303454,0.040257745066063375
OPENJPA,5,0.836271691316546,0.02062624254473161,0.029193991961074677,RF,Smote,False,23646.0,4.0,494.0,0.0,0.999830866807611,1.0,0.9978115540908453,0.9958831695911092
OPENJPA,5,0.836271691316546,0.02062624254473161,0.029193991961074677,IBk,Smote,False,47287.0,307.0,689.0,5.0,0.9935496070933311,0.9998942738729595,0.7180358497340457,0.8122032693546894
OPENJPA,5,0.836271691316546,0.02062624254473161,0.029193991961074677,NB,Smote,False,70615.0,615.0,879.0,323.0,0.9913659974729748,0.9954467281287885,0.6206758532999553,0.6455581710953678
OPENJPA,5,0.836271691316546,0.02062624254473161,0.029193991961074677,RF,No sampling,True,23646.0,4.0,494.0,0.0,0.999830866807611,1.0,0.9959839357429718,0.9958831695911092
OPENJPA,5,0.836271691316546,0.02062624254473161,0.029193991961074677,IBk,No sampling,True,47292.0,8.0,988.0,0.0,0.999830866807611,1.0,0.9959839357429718,0.9958831695911092
OPENJPA,5,0.836271691316546,0.02062624254473161,0.029193991961074677,NB,No sampling,True,70938.0,14.0,1480.0,0.0,0.999802683504341,1.0,0.9959839357429718,0.995193869556077
OPENJPA,5,0.836271691316546,0.02062624254473161,0.029193991961074677,RF,Under sampling,True,23646.0,4.0,494.0,0.0,0.999830866807611,1.0,0.9959839357429718,0.9958831695911092
OPENJPA,5,0.836271691316546,0.02062624254473161,0.029193991961074677,IBk,Under sampling,True,47292.0,8.0,988.0,0.0,0.999830866807611,1.0,0.9959839357429718,0.9958831695911092
OPENJPA,5,0.836271691316546,0.02062624254473161,0.029193991961074677,NB,Under sampling,True,70938.0,12.0,1482.0,0.0,0.999830866807611,1.0,0.9959839357429718,0.9958831695911092
OPENJPA,5,0.836271691316546,0.02062624254473161,0.029193991961074677,RF,Over sampling,True,23646.0,4.0,494.0,0.0,0.999830866807611,1.0,0.9959839357429718,0.9958831695911092
OPENJPA,5,0.836271691316546,0.02062624254473161,0.029193991961074677,IBk,Over sampling,True,47292.0,8.0,988.0,0.0,0.999830866807611,1.0,0.9959839357429718,0.9958831695911092
OPENJPA,5,0.836271691316546,0.02062624254473161,0.029193991961074677,NB,Over sampling,True,70938.0,12.0,1482.0,0.0,0.999830866807611,1.0,0.9959839357429718,0.9958831695911092
OPENJPA,5,0.836271691316546,0.02062624254473161,0.029193991961074677,RF,Smote,True,23646.0,4.0,494.0,0.0,0.999830866807611,1.0,0.9959839357429718,0.9958831695911092
OPENJPA,5,0.836271691316546,0.02062624254473161,0.029193991961074677,IBk,Smote,True,47292.0,8.0,988.0,0.0,0.999830866807611,1.0,0.9959839357429718,0.9958831695911092
OPENJPA,5,0.836271691316546,0.02062624254473161,0.029193991961074677,NB,Smote,True,70938.0,14.0,1480.0,0.0,0.999802683504341,1.0,0.9959839357429718,0.995193869556077
OPENJPA,6,0.8596141249330078,0.022029025665893112,0.019724284199363732,RF,No sampling,False,28235.0,5.0,631.0,0.0,0.9998229461756374,1.0,0.9971914736271166,0.9959651367466611
OPENJPA,6,0.8596141249330078,0.022029025665893112,0.019724284199363732,IBk,No sampling,False,56432.0,146.0,1126.0,38.0,0.9974194916752095,0.9993270763237118,0.8936203742065971,0.9228419791048099
OPENJPA,6,0.8596141249330078,0.022029025665893112,0.019724284199363732,NB,No sampling,False,81461.0,163.0,1745.0,3244.0,0.9980030383220622,0.961702378844224,0.9223522734036749,0.48975575591561377
OPENJPA,6,0.8596141249330078,0.022029025665893112,0.019724284199363732,RF,Under sampling,False,28227.0,5.0,631.0,8.0,0.9998228960045339,0.999716663715247,0.9969559447716994,0.9895736999099148
OPENJPA,6,0.8596141249330078,0.022029025665893112,0.019724284199363732,IBk,Under sampling,False,52097.0,8.0,1264.0,4373.0,0.9998464638710296,0.9225606516734549,0.9638122888760438,0.34225586939329883
OPENJPA,6,0.8596141249330078,0.022029025665893112,0.019724284199363732,NB,Under sampling,False,76994.0,20.0,1888.0,7711.0,0.9997403069571766,0.9089664128445782,0.9532994241823609,0.30251357971805465
OPENJPA,6,0.8596141249330078,0.022029025665893112,0.019724284199363732,RF,Over sampling,False,28235.0,5.0,631.0,0.0,0.9998229461756374,1.0,0.9950308117072236,0.9959651367466611
OPENJPA,6,0.8596141249330078,0.022029025665893112,0.019724284199363732,IBk,Over sampling,False,56417.0,145.0,1127.0,53.0,0.9974364414271065,0.9990614485567558,0.9007552641075074,0.9175003952909604
OPENJPA,6,0.8596141249330078,0.022029025665893112,0.019724284199363732,NB,Over sampling,False,81577.0,159.0,1749.0,3128.0,0.9980547127336792,0.9630718375538634,0.9265700253079593,0.4997054002734451
OPENJPA,6,0.8596141249330078,0.022029025665893112,0.019724284199363732,RF,Smote,False,28235.0,5.0,631.0,0.0,0.9998229461756374,1.0,0.9969697273445131,0.9959651367466611
OPENJPA,6,0.8596141249330078,0.022029025665893112,0.019724284199363732,IBk,Smote,False,56432.0,146.0,1126.0,38.0,0.9974194916752095,0.9993270763237118,0.9232727303861459,0.9228419791048099
OPENJPA,6,0.8596141249330078,0.022029025665893112,0.019724284199363732,NB,Smote,False,81732.0,150.0,1758.0,2973.0,0.998168095552136,0.9649017177262263,0.9396504139350567,0.5143503303087787
OPENJPA,6,0.8596141249330078,0.022029025665893112,0.019724284199363732,RF,No sampling,True,28235.0,5.0,631.0,0.0,0.9998229461756374,1.0,0.9960691823899371,0.9959651367466611
OPENJPA,6,0.8596141249330078,0.022029025665893112,0.019724284199363732,IBk,No sampling,True,56470.0,10.0,1262.0,0.0,0.9998229461756374,1.0,0.9960691823899371,0.9959651367466611
OPENJPA,6,0.8596141249330078,0.022029025665893112,0.019724284199363732,NB,No sampling,True,84705.0,17.0,1891.0,0.0,0.9997993437359836,1.0,0.9960691823899371,0.9954248020497712
OPENJPA,6,0.8596141249330078,0.022029025665893112,0.019724284199363732,RF,Under sampling,True,28235.0,5.0,631.0,0.0,0.9998229461756374,1.0,0.9960691823899371,0.9959651367466611
OPENJPA,6,0.8596141249330078,0.022029025665893112,0.019724284199363732,IBk,Under sampling,True,56470.0,10.0,1262.0,0.0,0.9998229461756374,1.0,0.9960691823899371,0.9959651367466611
