Dataset,#Training,%Training,%Defect Training,%Defect Testing,Classifier,Balancing,Feature Selection,TP,FP,TN,FN,Precision,Recall,ROC Area,Kappa
BOOKKEEPER,2,0.6659886086248983,0.05986560781918143,0.07714169711733658,IBk,Smote,False,9203.0,159.0,429.0,31.0,0.9830164494766076,0.9966428416720814,0.8607875140526212,0.8086459097240337
BOOKKEEPER,2,0.6659886086248983,0.05986560781918143,0.07714169711733658,NB,Smote,False,13628.0,199.0,683.0,223.0,0.9856078686627613,0.9839000794166486,0.8909657382072989,0.7487382609897498
BOOKKEEPER,2,0.6659886086248983,0.05986560781918143,0.07714169711733658,RF,No sampling,True,4617.0,82.0,212.0,0.0,0.9825494786124708,1.0,0.7858888844686672,0.8293859704869277
BOOKKEEPER,2,0.6659886086248983,0.05986560781918143,0.07714169711733658,IBk,No sampling,True,9234.0,164.0,424.0,0.0,0.9825494786124708,1.0,0.785813188173255,0.8293859704869277
BOOKKEEPER,2,0.6659886086248983,0.05986560781918143,0.07714169711733658,NB,No sampling,True,13825.0,244.0,638.0,26.0,0.9826569052526832,0.9981228792144972,0.8349545314720599,0.8158879773795352
BOOKKEEPER,2,0.6659886086248983,0.05986560781918143,0.07714169711733658,RF,Under sampling,True,4617.0,82.0,212.0,0.0,0.9825494786124708,1.0,0.9325098460436806,0.8293859704869277
BOOKKEEPER,2,0.6659886086248983,0.05986560781918143,0.07714169711733658,IBk,Under sampling,True,9234.0,164.0,424.0,0.0,0.9825494786124708,1.0,0.8602780835097739,0.8293859704869277
BOOKKEEPER,2,0.6659886086248983,0.05986560781918143,0.07714169711733658,NB,Under sampling,True,13822.0,244.0,638.0,29.0,0.9826532063130954,0.9979062883546315,0.8701045022249267,0.8141769103373374
BOOKKEEPER,2,0.6659886086248983,0.05986560781918143,0.07714169711733658,RF,Over sampling,True,4617.0,82.0,212.0,0.0,0.9825494786124708,1.0,0.7858888844686672,0.8293859704869277
BOOKKEEPER,2,0.6659886086248983,0.05986560781918143,0.07714169711733658,IBk,Over sampling,True,9234.0,164.0,424.0,0.0,0.9825494786124708,1.0,0.7858166875153787,0.8293859704869277
BOOKKEEPER,2,0.6659886086248983,0.05986560781918143,0.07714169711733658,NB,Over sampling,True,13825.0,244.0,638.0,26.0,0.9826569052526832,0.9981228792144972,0.8349560867352259,0.8158879773795352
BOOKKEEPER,2,0.6659886086248983,0.05986560781918143,0.07714169711733658,RF,Smote,True,4617.0,82.0,212.0,0.0,0.9825494786124708,1.0,0.7858888844686672,0.8293859704869277
BOOKKEEPER,2,0.6659886086248983,0.05986560781918143,0.07714169711733658,IBk,Smote,True,9234.0,164.0,424.0,0.0,0.9825494786124708,1.0,0.785813188173255,0.8293859704869277
BOOKKEEPER,2,0.6659886086248983,0.05986560781918143,0.07714169711733658,NB,Smote,True,13826.0,244.0,638.0,25.0,0.9826581378820185,0.9981950761677857,0.8351725548111575,0.8164597033115384
BOOKKEEPER,3,0.7493140940961285,0.06563601844317873,0.03526550466153223,RF,No sampling,False,6887.0,88.0,396.0,3.0,0.9873835125448028,0.9995645863570392,0.9582400232700404,0.8904436074390082
BOOKKEEPER,3,0.7493140940961285,0.06563601844317873,0.03526550466153223,IBk,No sampling,False,13658.0,168.0,800.0,122.0,0.9878489801822653,0.9911465892597968,0.9104610601662488,0.8360625324469635
BOOKKEEPER,3,0.7493140940961285,0.06563601844317873,0.03526550466153223,NB,No sampling,False,20264.0,225.0,1227.0,406.0,0.9890184977304896,0.9803580067731011,0.9264030994734254,0.7801878359485801
BOOKKEEPER,3,0.7493140940961285,0.06563601844317873,0.03526550466153223,RF,Under sampling,False,6667.0,63.0,421.0,223.0,0.9906389301634473,0.9676342525399129,0.9241126797730571,0.725912082427922
BOOKKEEPER,3,0.7493140940961285,0.06563601844317873,0.03526550466153223,IBk,Under sampling,False,13297.0,121.0,847.0,483.0,0.990982262632285,0.9649492017416545,0.9105341163981816,0.7155516294150239
BOOKKEEPER,3,0.7493140940961285,0.06563601844317873,0.03526550466153223,NB,Under sampling,False,19943.0,171.0,1281.0,727.0,0.9914984587849259,0.9648282535074988,0.9254587369938999,0.7190594466866261
BOOKKEEPER,3,0.7493140940961285,0.06563601844317873,0.03526550466153223,RF,Over sampling,False,6865.0,80.0,404.0,25.0,0.9884809215262779,0.9963715529753265,0.898817156257122,0.8774344289153881
BOOKKEEPER,3,0.7493140940961285,0.06563601844317873,0.03526550466153223,IBk,Over sampling,False,13633.0,156.0,812.0,147.0,0.9886866342736964,0.9893323657474601,0.8855622293658314,0.8317704191414959
BOOKKEEPER,3,0.7493140940961285,0.06563601844317873,0.03526550466153223,NB,Over sampling,False,20230.0,198.0,1254.0,440.0,0.9903074211866066,0.9787131107885825,0.9075464201321835,0.7817777714282218
BOOKKEEPER,3,0.7493140940961285,0.06563601844317873,0.03526550466153223,RF,Smote,False,6885.0,88.0,396.0,5.0,0.9873798938763804,0.9992743105950653,0.9486522268469095,0.8882694871242598
BOOKKEEPER,3,0.7493140940961285,0.06563601844317873,0.03526550466153223,IBk,Smote,False,13649.0,161.0,807.0,131.0,0.9883417813178856,0.9904934687953556,0.9128990167208435,0.8362188385667753
BOOKKEEPER,3,0.7493140940961285,0.06563601844317873,0.03526550466153223,NB,Smote,False,20287.0,208.0,1244.0,383.0,0.9898511832154184,0.9814707305273344,0.9329316885706251,0.7937475419565241
BOOKKEEPER,3,0.7493140940961285,0.06563601844317873,0.03526550466153223,RF,No sampling,True,6890.0,88.0,396.0,0.0,0.9873889366580683,1.0,0.9090909090909091,0.8937218955378757
BOOKKEEPER,3,0.7493140940961285,0.06563601844317873,0.03526550466153223,IBk,No sampling,True,13780.0,176.0,792.0,0.0,0.9873889366580683,1.0,0.9090909090909091,0.8937218955378757
BOOKKEEPER,3,0.7493140940961285,0.06563601844317873,0.03526550466153223,NB,No sampling,True,20670.0,266.0,1186.0,0.0,0.9872946121513183,1.0,0.9090909090909091,0.8928418071034083
BOOKKEEPER,3,0.7493140940961285,0.06563601844317873,0.03526550466153223,RF,Under sampling,True,6890.0,88.0,396.0,0.0,0.9873889366580683,1.0,0.9090909090909091,0.8937218955378757
BOOKKEEPER,3,0.7493140940961285,0.06563601844317873,0.03526550466153223,IBk,Under sampling,True,13780.0,176.0,792.0,0.0,0.9873889366580683,1.0,0.9090909090909091,0.8937218955378757
BOOKKEEPER,3,0.7493140940961285,0.06563601844317873,0.03526550466153223,NB,Under sampling,True,20670.0,264.0,1188.0,0.0,0.9873889366580683,1.0,0.9090909090909091,0.8937218955378757
BOOKKEEPER,3,0.7493140940961285,0.06563601844317873,0.03526550466153223,RF,Over sampling,True,6890.0,88.0,396.0,0.0,0.9873889366580683,1.0,0.9090909090909091,0.8937218955378757
BOOKKEEPER,3,0.7493140940961285,0.06563601844317873,0.03526550466153223,IBk,Over sampling,True,13780.0,176.0,792.0,0.0,0.9873889366580683,1.0,0.9090909090909091,0.8937218955378757
BOOKKEEPER,3,0.7493140940961285,0.06563601844317873,0.03526550466153223,NB,Over sampling,True,20670.0,264.0,1188.0,0.0,0.9873889366580683,1.0,0.9090909090909091,0.8937218955378757
BOOKKEEPER,3,0.7493140940961285,0.06563601844317873,0.03526550466153223,RF,Smote,True,6890.0,88.0,396.0,0.0,0.9873889366580683,1.0,0.9090909090909091,0.8937218955378757
BOOKKEEPER,3,0.7493140940961285,0.06563601844317873,0.03526550466153223,IBk,Smote,True,13780.0,176.0,792.0,0.0,0.9873889366580683,1.0,0.9090909090909091,0.8937218955378757
BOOKKEEPER,3,0.7493140940961285,0.06563601844317873,0.03526550466153223,NB,Smote,True,20670.0,268.0,1184.0,0.0,0.9872003056643424,1.0,0.9090909090909091,0.8919604857970963
BOOKKEEPER,4,0.8092262149494285,0.058022558683060665,0.03706896551724138,RF,No sampling,False,9268.0,124.0,447.0,2.0,0.9867972742759795,0.9997842502696872,0.9361990074001024,0.8698206898810739
BOOKKEEPER,4,0.8092262149494285,0.058022558683060665,0.03706896551724138,IBk,No sampling,False,18157.0,209.0,933.0,383.0,0.9886202765980616,0.9793419633225459,0.9123348579395711,0.7431987384812668
BOOKKEEPER,4,0.8092262149494285,0.058022558683060665,0.03706896551724138,NB,No sampling,False,26918.0,291.0,1422.0,892.0,0.989305009371899,0.9679252067601583,0.9154368533202011,0.6852443954880616
BOOKKEEPER,4,0.8092262149494285,0.058022558683060665,0.03706896551724138,RF,Under sampling,False,8770.0,74.0,497.0,500.0,0.9916327453640886,0.9460625674217907,0.9349035644046951,0.6047656770719855
BOOKKEEPER,4,0.8092262149494285,0.058022558683060665,0.03706896551724138,IBk,Under sampling,False,17562.0,145.0,997.0,978.0,0.9918111481335066,0.9472491909385113,0.9243965572615276,0.6111241208198175
BOOKKEEPER,4,0.8092262149494285,0.058022558683060665,0.03706896551724138,NB,Under sampling,False,26302.0,212.0,1501.0,1508.0,0.9920042241834502,0.945774901114707,0.9226476236777247,0.6066611694803724
BOOKKEEPER,4,0.8092262149494285,0.058022558683060665,0.03706896551724138,RF,Over sampling,False,9213.0,119.0,452.0,57.0,0.9872481783111873,0.9938511326860842,0.9188937819869757,0.8276086737118198
BOOKKEEPER,4,0.8092262149494285,0.058022558683060665,0.03706896551724138,IBk,Over sampling,False,18099.0,203.0,939.0,441.0,0.9889083160310349,0.9762135922330097,0.9046964295497782,0.7273332810739662
BOOKKEEPER,4,0.8092262149494285,0.058022558683060665,0.03706896551724138,NB,Over sampling,False,26837.0,272.0,1441.0,973.0,0.9899664318123133,0.9650125854009349,0.912491411888654,0.6763600166193755
BOOKKEEPER,4,0.8092262149494285,0.058022558683060665,0.03706896551724138,RF,Smote,False,9270.0,124.0,447.0,0.0,0.9868000851607409,1.0,0.930760961767712,0.87165259521161
BOOKKEEPER,4,0.8092262149494285,0.058022558683060665,0.03706896551724138,IBk,Smote,False,18153.0,209.0,933.0,387.0,0.988617797625531,0.9791262135922331,0.911829702238923,0.7418595277641025
BOOKKEEPER,4,0.8092262149494285,0.058022558683060665,0.03706896551724138,NB,Smote,False,26889.0,276.0,1437.0,921.0,0.9898398674765323,0.9668824163969795,0.9166326290924594,0.684781471706823
BOOKKEEPER,4,0.8092262149494285,0.058022558683060665,0.03706896551724138,RF,No sampling,True,9270.0,124.0,447.0,0.0,0.9868000851607409,1.0,0.8914185639229422,0.87165259521161
BOOKKEEPER,4,0.8092262149494285,0.058022558683060665,0.03706896551724138,IBk,No sampling,True,18540.0,248.0,894.0,0.0,0.9868000851607409,1.0,0.8914185639229422,0.87165259521161
BOOKKEEPER,4,0.8092262149494285,0.058022558683060665,0.03706896551724138,NB,No sampling,True,27810.0,374.0,1339.0,0.0,0.9867300596082884,1.0,0.8914185639229422,0.8708837991588599
BOOKKEEPER,4,0.8092262149494285,0.058022558683060665,0.03706896551724138,RF,Under sampling,True,9270.0,124.0,447.0,0.0,0.9868000851607409,1.0,0.8914185639229422,0.87165259521161
BOOKKEEPER,4,0.8092262149494285,0.058022558683060665,0.03706896551724138,IBk,Under sampling,True,18540.0,248.0,894.0,0.0,0.9868000851607409,1.0,0.8914185639229422,0.87165259521161
BOOKKEEPER,4,0.8092262149494285,0.058022558683060665,0.03706896551724138,NB,Under sampling,True,27810.0,372.0,1341.0,0.0,0.9868000851607409,1.0,0.8914185639229422,0.87165259521161
BOOKKEEPER,4,0.8092262149494285,0.058022558683060665,0.03706896551724138,RF,Over sampling,True,9270.0,124.0,447.0,0.0,0.9868000851607409,1.0,0.8914185639229422,0.87165259521161
BOOKKEEPER,4,0.8092262149494285,0.058022558683060665,0.03706896551724138,IBk,Over sampling,True,18540.0,248.0,894.0,0.0,0.9868000851607409,1.0,0.8914185639229422,0.87165259521161
BOOKKEEPER,4,0.8092262149494285,0.058022558683060665,0.03706896551724138,NB,Over sampling,True,27810.0,372.0,1341.0,0.0,0.9868000851607409,1.0,0.8914185639229422,0.87165259521161
BOOKKEEPER,4,0.8092262149494285,0.058022558683060665,0.03706896551724138,RF,Smote,True,9270.0,124.0,447.0,0.0,0.9868000851607409,1.0,0.8914185639229422,0.87165259521161
BOOKKEEPER,4,0.8092262149494285,0.058022558683060665,0.03706896551724138,IBk,Smote,True,18540.0,248.0,894.0,0.0,0.9868000851607409,1.0,0.8914185639229422,0.87165259521161
BOOKKEEPER,4,0.8092262149494285,0.058022558683060665,0.03706896551724138,NB,Smote,True,27810.0,376.0,1337.0,0.0,0.986660043993472,1.0,0.8914185639229422,0.8701140640846471
BOOKKEEPER,5,0.8414170068497889,0.05402516240440753,0.028359511343804537,RF,No sampling,False,11504.0,138.0,519.0,0.0,0.9881463666036764,1.0,0.9354323583829224,0.8767771196465038
BOOKKEEPER,5,0.8414170068497889,0.05402516240440753,0.028359511343804537,IBk,No sampling,False,22969.0,362.0,952.0,39.0,0.9844841627019845,0.9983049374130737,0.8278864654051903,0.8175549557144651
BOOKKEEPER,5,0.8414170068497889,0.05402516240440753,0.028359511343804537,NB,No sampling,False,33882.0,440.0,1531.0,630.0,0.9871802342520832,0.9817454798331016,0.8774713203528116,0.7255356910309788
BOOKKEEPER,5,0.8414170068497889,0.05402516240440753,0.028359511343804537,RF,Under sampling,False,10916.0,77.0,580.0,588.0,0.9929955426180297,0.9488873435326843,0.9374605060935723,0.6085465693451008
BOOKKEEPER,5,0.8414170068497889,0.05402516240440753,0.028359511343804537,IBk,Under sampling,False,21861.0,155.0,1159.0,1147.0,0.9929596656976745,0.9501477746870653,0.9276129452954488,0.6137456645977478
BOOKKEEPER,5,0.8414170068497889,0.05402516240440753,0.028359511343804537,NB,Under sampling,False,32761.0,230.0,1741.0,1751.0,0.9930284016853081,0.9492640241075568,0.9256041751784745,0.6104755351730162
BOOKKEEPER,5,0.8414170068497889,0.05402516240440753,0.028359511343804537,RF,Over sampling,False,11501.0,157.0,500.0,3.0,0.9865328529764968,0.9997392211404729,0.9281797026988694,0.8552888340449057
BOOKKEEPER,5,0.8414170068497889,0.05402516240440753,0.028359511343804537,IBk,Over sampling,False,22933.0,368.0,946.0,75.0,0.9842066864083087,0.996740264255911,0.8333146779202469,0.8008702928672331
BOOKKEEPER,5,0.8414170068497889,0.05402516240440753,0.028359511343804537,NB,Over sampling,False,33835.0,445.0,1526.0,677.0,0.9870186697782963,0.9803836346777932,0.8804195518608136,0.7149364992640173
BOOKKEEPER,5,0.8414170068497889,0.05402516240440753,0.028359511343804537,RF,Smote,False,11504.0,138.0,519.0,0.0,0.9881463666036764,1.0,0.9340088577489029,0.8767771196465038
BOOKKEEPER,5,0.8414170068497889,0.05402516240440753,0.028359511343804537,IBk,Smote,False,22965.0,279.0,1035.0,43.0,0.9879969024264327,0.9981310848400556,0.8896292838649994,0.8584939915338694
BOOKKEEPER,5,0.8414170068497889,0.05402516240440753,0.028359511343804537,NB,Smote,False,33867.0,354.0,1617.0,645.0,0.9896554747085123,0.9813108484005564,0.9061062254216035,0.7495355605357731
BOOKKEEPER,5,0.8414170068497889,0.05402516240440753,0.028359511343804537,RF,No sampling,True,11504.0,138.0,519.0,0.0,0.9881463666036764,1.0,0.8949771689497716,0.8767771196465038
BOOKKEEPER,5,0.8414170068497889,0.05402516240440753,0.028359511343804537,IBk,No sampling,True,23008.0,276.0,1038.0,0.0,0.9881463666036764,1.0,0.8949771689497716,0.8767771196465038
BOOKKEEPER,5,0.8414170068497889,0.05402516240440753,0.028359511343804537,NB,No sampling,True,34512.0,414.0,1557.0,0.0,0.9881463666036764,1.0,0.8949771689497716,0.8767771196465038
BOOKKEEPER,5,0.8414170068497889,0.05402516240440753,0.028359511343804537,RF,Under sampling,True,11504.0,138.0,519.0,0.0,0.9881463666036764,1.0,0.8949771689497716,0.8767771196465038
BOOKKEEPER,5,0.8414170068497889,0.05402516240440753,0.028359511343804537,IBk,Under sampling,True,23008.0,276.0,1038.0,0.0,0.9881463666036764,1.0,0.8949771689497716,0.8767771196465038
BOOKKEEPER,5,0.8414170068497889,0.05402516240440753,0.028359511343804537,NB,Under sampling,True,34512.0,414.0,1557.0,0.0,0.9881463666036764,1.0,0.8949771689497716,0.8767771196465038
BOOKKEEPER,5,0.8414170068497889,0.05402516240440753,0.028359511343804537,RF,Over sampling,True,11504.0,138.0,519.0,0.0,0.9881463666036764,1.0,0.8949771689497716,0.8767771196465038
BOOKKEEPER,5,0.8414170068497889,0.05402516240440753,0.028359511343804537,IBk,Over sampling,True,23008.0,276.0,1038.0,0.0,0.9881463666036764,1.0,0.8949771689497716,0.8767771196465038
BOOKKEEPER,5,0.8414170068497889,0.05402516240440753,0.028359511343804537,NB,Over sampling,True,34512.0,414.0,1557.0,0.0,0.9881463666036764,1.0,0.8949771689497716,0.8767771196465038
BOOKKEEPER,5,0.8414170068497889,0.05402516240440753,0.028359511343804537,RF,Smote,True,11504.0,138.0,519.0,0.0,0.9881463666036764,1.0,0.8949771689497716,0.8767771196465038
BOOKKEEPER,5,0.8414170068497889,0.05402516240440753,0.028359511343804537,IBk,Smote,True,23008.0,276.0,1038.0,0.0,0.9881463666036764,1.0,0.8949771689497716,0.8767771196465038
BOOKKEEPER,5,0.8414170068497889,0.05402516240440753,0.028359511343804537,NB,Smote,True,34512.0,414.0,1557.0,0.0,0.9881463666036764,1.0,0.8949771689497716,0.8767771196465038
BOOKKEEPER,6,0.8265469518471921,0.04995502663806822,0.04846686449060336,RF,No sampling,False,13731.0,149.0,573.0,0.0,0.9892651296829971,1.0,0.928459945962096,0.8796204284557249
BOOKKEEPER,6,0.8265469518471921,0.04995502663806822,0.04846686449060336,IBk,No sampling,False,27279.0,260.0,1184.0,183.0,0.9905588438214895,0.9933362464496395,0.9273973469458981,0.834356791317511
BOOKKEEPER,6,0.8265469518471921,0.04995502663806822,0.04846686449060336,NB,No sampling,False,27631.0,330.0,1836.0,13562.0,0.9881978470011802,0.6707693054645206,0.8973432697587617,0.13313616942533518
BOOKKEEPER,6,0.8265469518471921,0.04995502663806822,0.04846686449060336,RF,Under sampling,False,13731.0,149.0,573.0,0.0,0.9892651296829971,1.0,0.9366291290246245,0.8796204284557249
BOOKKEEPER,6,0.8265469518471921,0.04995502663806822,0.04846686449060336,IBk,Under sampling,False,27106.0,254.0,1190.0,356.0,0.9907163742690058,0.98703663243755,0.9331749099385078,0.7848733564937193
BOOKKEEPER,6,0.8265469518471921,0.04995502663806822,0.04846686449060336,NB,Under sampling,False,27459.0,323.0,1843.0,13734.0,0.9883737671873876,0.6665938387590125,0.8985795341385469,0.1315710401362849
BOOKKEEPER,6,0.8265469518471921,0.04995502663806822,0.04846686449060336,RF,Over sampling,False,13731.0,149.0,573.0,0.0,0.9892651296829971,1.0,0.9244006475026383,0.8796204284557249
BOOKKEEPER,6,0.8265469518471921,0.04995502663806822,0.04846686449060336,IBk,Over sampling,False,27279.0,260.0,1184.0,183.0,0.9905588438214895,0.9933362464496395,0.9263607092631249,0.834356791317511
BOOKKEEPER,6,0.8265469518471921,0.04995502663806822,0.04846686449060336,NB,Over sampling,False,27618.0,326.0,1840.0,13575.0,0.9883338104780991,0.6704537178646858,0.8708203612125244,0.1334020114731981
BOOKKEEPER,6,0.8265469518471921,0.04995502663806822,0.04846686449060336,RF,Smote,False,13731.0,149.0,573.0,0.0,0.9892651296829971,1.0,0.9266623474270466,0.8796204284557249
BOOKKEEPER,6,0.8265469518471921,0.04995502663806822,0.04846686449060336,IBk,Smote,False,27279.0,260.0,1184.0,183.0,0.9905588438214895,0.9933362464496395,0.9266371552249182,0.834356791317511
BOOKKEEPER,6,0.8265469518471921,0.04995502663806822,0.04846686449060336,NB,Smote,False,40739.0,395.0,1771.0,454.0,0.990397238294355,0.9889787099749957,0.9028520206628622,0.7963393928019159
BOOKKEEPER,6,0.8265469518471921,0.04995502663806822,0.04846686449060336,RF,No sampling,True,13731.0,149.0,573.0,0.0,0.9892651296829971,1.0,0.896814404432133,0.8796204284557249
BOOKKEEPER,6,0.8265469518471921,0.04995502663806822,0.04846686449060336,IBk,No sampling,True,27290.0,268.0,1176.0,172.0,0.9902750562450106,0.9937367999417377,0.905724450063558,0.8344197186167337
BOOKKEEPER,6,0.8265469518471921,0.04995502663806822,0.04846686449060336,NB,No sampling,True,41021.0,438.0,1728.0,172.0,0.9894353457632842,0.9958245332944918,0.8974191461722456,0.842628197793671
BOOKKEEPER,6,0.8265469518471921,0.04995502663806822,0.04846686449060336,RF,Under sampling,True,13731.0,149.0,573.0,0.0,0.9892651296829971,1.0,0.896814404432133,0.8796204284557249
BOOKKEEPER,6,0.8265469518471921,0.04995502663806822,0.04846686449060336,IBk,Under sampling,True,27146.0,265.0,1179.0,316.0,0.9903323483273139,0.9884931905906343,0.9045712070327954,0.791728985938917
BOOKKEEPER,6,0.8265469518471921,0.04995502663806822,0.04846686449060336,NB,Under sampling,True,40877.0,431.0,1735.0,316.0,0.9895661857267357,0.9923287937270896,0.895553522246998,0.8138124948296294
